text	class
человек	580
шестьдесят	632
добрый	126
жена	745
пятнадцать	762
часы	511
сказать	500
большой	583
восемьдесят	672
не	507
месяц	572
воскресенье	750
четвертый	652
бумага	682
карандаш	496
брат	654
много	616
К	31
почему	566
слушать	639
девочка	567
письмо	628
всегда	584
жёлтый	538
налог	541
писать	509
смотреть	571
путешествовать	545
сумка	603
жизнь	702
место	608
два	621
после	763
иностранный	502
звук	513
лето	598
только	669
девятнадцать	694
обучать	601
тот	660
следующий	663
народ	643
никто	754
пить	449
идти	552
несколько	666
переводить	678
скучный	133
сзади	728
хлеб	651
верить	480
восемь	499
здесь	724
особенно	680
ждать	679
есть	424
прибывать	717
чистый	706
картина	674
тысяча	667
счастливый	326
минута	765
против	713
левый	739
улица	633
мне	645
читать	695
очень	607
медленный	532
тот же самый (одинаковый)	688
я	718
шестнадцать	664
черный	254
другой	544
ночь	589
суббота	748
перед	699
держать	611
известный	557
опять	705
пять	602
уже	634
под	687
муж	537
шум	661
дорогой	731
пустой	490
любить	364
весна	658
буду	569
четырнадцать	690
боль	401
без	579
восток	501
девятый	624
четыре	737
тридцать	619
мой	735
мужчина	518
беспокоиться	297
слово	478
лучше	741
все	609
работать	756
город	710
твой	648
точно	613
вчера	554
постепенно	656
правый	635
билет	590
сердце	636
достаточно	489
высокий	638
трудный	620
никогда	749
пока (что)	479
дорога	637
очень	607
вода	662
вторник	723
ты	711
глаз	726
люди	626
вниз	586
грязный	704
важный	578
шестой	684
пятница	686
чемодан	483
искать	482
рука	657
один	555
короткий	573
что	733
грустный	260
различный	618
сильный	165
час	606
слышать	484
одинокий	395
серый	256
известный	557
лучший	622
вопрос	708
возможный	534
вещь	692
юг	697
среда	539
худший	747
с	575
низкий	559
однажды	759
часто	712
вред	485
тебе	646
голодный	374
сверху	746
плохой	736
твердый	644
последний	673
дом	528
дешёвый	547
мы	562
газета	675
девяносто	650
мертвый	647
иногда	758
посылать	689
почва	487
путешествие	600
двенадцатый	508
комната	553
должен	565
новости	529
невозможный	696
третий	740
имя	592
книга	548
второй	617
не	507
сказать	500
часы	511
большой	583
карандаш	496
почему	566
четвертый	652
длинный	520
друг	630
девочка	567
жёлтый	538
письмо	628
смотреть	571
жизнь	702
путешествовать	545
сумка	603
звук	513
идти	552
следующий	663
народ	643
переводить	678
иностранный	502
несколько	666
хлеб	651
особенно	680
левый	739
мне	645
читать	695
я	718
сзади	728
другой	544
суббота	748
пустой	490
везде	561
муж	537
буду	569
восток	501
мужчина	518
девятый	624
без	579
слово	478
лучше	741
билет	590
твой	648
правый	635
трудный	620
мой	735
работать	756
постепенно	656
сердце	636
пока (что)	479
чемодан	483
очень	607
быстро	625
глаз	726
рука	657
высокий	638
вода	662
шестой	684
важный	578
известный	557
искать	482
час	606
возможный	534
слышать	484
вопрос	708
вещь	692
часто	712
среда	539
мы	562
худший	747
дом	528
юг	697
вред	485
тебе	646
сверху	746
низкий	559
дешёвый	547
мертвый	647
почва	487
комната	553
двенадцатый	508
наконец	655
это	719
опять	705
О	20
скучный	133
голодный	374
восемь	499
жёлтый	538
тоже	525
вопрос	708
сверху	746
белый	259
необходимый	574
шум	661
имя	592
двадцать	563
странный	203
отец	521
путешествие	600
дом	528
пятнадцать	762
собирать	493
люди	626
лучший	622
работать	756
завтра	582
юг	697
счастливый	326
восьмой	642
билет	590
лето	598
короткий	573
язык	738
до	761
идти	552
интересный	316
черный	254
хорошо	540
слушать	639
шестнадцать	664
готовый	498
одежда	612
четверг	517
семь	533
мой	735
красный	252
двенадцать	558
рот	536
бумага	682
достаточно	489
десятый	527
месяц	572
воскресенье	750
один	555
нравиться	303
лежать	530
седьмой	615
налог	541
очень	607
десять	486
особенно	680
красивый	192
весна	658
звук	513
ребёнок	604
второй	617
различный	618
комната	553
против	713
только	669
тысяча	667
утро	597
хлеб	651
плакать	591
не	507
потом	519
чистый	706
четвертый	652
твой	648
письмо	628
сзади	728
видеть	742
много	616
тот	660
такой	494
год	751
грязный	704
грустный	260
все	609
невозможный	696
спокойный	309
три	707
тот же самый (одинаковый)	688
вещь	692
боль	401
девятый	624
брат	654
вчера	554
муж	537
вода	662
школа	722
осень	720
быстрый	515
последний	673
среда	539
пятница	686
четыре	737
там	524
веселый	223
семья	516
глаз	726
их	714
полный	577
с тех пор как	691
четырнадцать	690
глупый	204
смеяться	542
значить	492
известный	557
два	621
смешной	218
пустой	490
погода	599
пить	449
я	718
беспокоиться	297
писать	509
иначе	481
или	593
трудный	620
охотно	491
кроме	640
сто	488
иностранный	502
старый	729
магазин	543
север	605
одинокий	395
другой	544
пятый	560
новый	752
восток	501
жена	745
твердый	644
безопасный	665
тридцать	619
уже	634
ошибка	716
целый	510
конечно	512
прибывать	717
новости	529
оба	523
возможно	700
возможный	534
сердце	636
верить	480
посылать	689
зелёный	258
дочь	504
верный	168
В	26
свободный	594
голова	115
серый	256
деньги	744
восемьдесят	672
третий	740
есть	424
довольно	681
место	608
ужасный	610
обычно	685
чувствовать	627
нас	668
никогда	749
веселиться	725
медленный	532
вред	485
платить	503
любить	364
семнадцать	506
слышать	484
ручка	522
девятнадцать	694
дорога	637
здесь	724
сказать	500
друг	630
мир	568
немного	581
жизнь	702
мы	562
что	733
плохой	736
если	576
мочь	629
народ	643
после	763
везде	561
точно	613
цена	641
слово	478
надеяться	383
картина	674
шесть	550
сестра	588
часто	712
правый	635
под	687
без	579
пятьдесят	570
мне	645
голос	703
почему	566
книга	548
ключ	727
солнце	732
вторник	723
иногда	758
неделя	505
причина	546
следующий	663
добрый	126
левый	739
вечер	715
несколько	666
восемнадцать	757
зима	753
назад	631
еще	531
воздух	670
важный	578
смотреть	571
время	755
человек	580
направление	551
одиннадцатый	623
еда	549
девяносто	650
мужчина	518
молодой	585
лучше	741
первый	730
шестьдесят	632
делать	698
семьдесят	764
ночь	589
худший	747
тебе	646
вероятно	683
сторона	676
одиннадцать	671
когда	734
ничего	709
часть	526
искать	482
суббота	748
высокий	638
длинный	520
сумка	603
сын	649
понять	693
почва	487
пока (что)	479
минута	765
между	495
маленький	497
читать	695
город	710
цвет	247
способ	677
однажды	759
держать	611
срочный	556
с	575
вниз	586
кто?	760
быстро	625
пять	602
опасный	614
хороший	659
час	606
двенадцатый	508
чемодан	483
скоро	743
обычный	155
мертвый	647
мальчик	595
сегодня	653
ты	711
ждать	679
путешествовать	545
большой	583
синий	257
наш	721
буду	569
использовать	514
К	31
всегда	584
понедельник	701
рука	657
карандаш	496
стоять	587
никто	754
обучать	601
сильный	165
перед	699
улица	633
дешёвый	547
говорить	596
шестой	684
газета	675
низкий	559
часы	511
женщина	535
ноль	564
постепенно	656
У	14
девочка	567
переводить	678
один	555
голодный	374
опять	705
сверху	746
восемь	499
жёлтый	538
это	719
О	20
собирать	493
наконец	655
тоже	525
белый	259
пятнадцать	762
готовый	498
шестнадцать	664
вопрос	708
имя	592
мой	735
И	32
тоже	525
собирать	493
короткий	573
жёлтый	538
отец	521
наконец	655
один	555
это	719
опять	705
мой	735
лучший	622
шум	661
дом	528
готовый	498
путешествие	600
необходимый	574
билет	590
сверху	746
десятый	527
имя	592
налог	541
вопрос	708
люди	626
муж	537
язык	738
рот	536
бумага	682
хорошо	540
слушать	639
я	718
только	669
идти	552
девятый	624
достаточно	489
твой	648
седьмой	615
восьмой	642
одежда	612
четверг	517
плакать	591
лежать	530
работать	756
очень	607
не	507
звук	513
все	609
утро	597
такой	494
чистый	706
грязный	704
дорогой	731
против	713
семья	516
видеть	742
тот	660
четвертый	652
ребёнок	604
комната	553
вода	662
письмо	628
особенно	680
там	524
невозможный	696
среда	539
хлеб	651
различный	618
много	616
десять	486
вещь	692
иностранный	502
пустой	490
второй	617
быстрый	515
тот же самый (одинаковый)	688
другой	544
вчера	554
школа	722
с тех пор как	691
их	714
значить	492
юг	697
мы	562
уже	634
полный	577
возможный	534
смеяться	542
твердый	644
трудный	620
иначе	481
сто	488
пятый	560
писать	509
последний	673
или	593
глаз	726
восток	501
оба	523
друг	630
брат	654
сзади	728
ошибка	716
третий	740
целый	510
север	605
старый	729
новости	529
охотно	491
безопасный	665
деньги	744
магазин	543
есть	424
жена	745
погода	599
кроме	640
конечно	512
верить	480
довольно	681
посылать	689
свободный	594
медленный	532
платить	503
обычно	685
возможно	700
ужасный	610
слышать	484
сердце	636
после	763
вред	485
немного	581
везде	561
прибывать	717
жизнь	702
нас	668
точно	613
если	576
мир	568
ничего	709
мочь	629
место	608
книга	548
здесь	724
ручка	522
солнце	732
народ	643
ключ	727
чувствовать	627
дорога	637
цена	641
часто	712
делать	698
сказать	500
слово	478
без	579
правый	635
что	733
левый	739
длинный	520
под	687
следующий	663
голос	703
причина	546
смотреть	571
вероятно	683
несколько	666
хороший	659
почему	566
девяносто	650
человек	580
сестра	588
плохой	736
назад	631
важный	578
картина	674
еда	549
понять	693
направление	551
молодой	585
тебе	646
часть	526
мне	645
читать	695
когда	734
минута	765
дешёвый	547
сын	649
кто?	760
скоро	743
сумка	603
первый	730
худший	747
город	710
искать	482
однажды	759
лучше	741
высокий	638
маленький	497
должен	565
буду	569
одиннадцатый	623
перед	699
пока (что)	479
ты	711
быстро	625
срочный	556
с	575
час	606
карандаш	496
воздух	670
суббота	748
держать	611
рука	657
улица	633
между	495
путешествовать	545
газета	675
большой	583
мальчик	595
способ	677
вниз	586
женщина	535
опасный	614
низкий	559
скучный	133
шум	661
семь	533
дом	528
необходимый	574
отец	521
счастливый	326
десятый	527
интересный	316
работать	756
юг	697
сегодня	653
стоять	587
шестой	684
переводить	678
двенадцатый	508
постепенно	656
говорить	596
ноль	564
наш	721
никто	754
девочка	567
использовать	514
почва	487
чемодан	483
мертвый	647
обучать	601
часы	511
люди	626
лето	598
язык	738
двадцать	563
красивый	192
завтра	582
лучший	622
муж	537
хорошо	540
бумага	682
одежда	612
восьмой	642
четверг	517
девятый	624
седьмой	615
особенно	680
налог	541
достаточно	489
короткий	573
черный	254
билет	590
месяц	572
хлеб	651
красный	252
воскресенье	750
плакать	591
весна	658
слушать	639
двенадцать	558
видеть	742
очень	607
семья	516
быстрый	515
дочь	504
утро	597
идти	552
грязный	704
тысяча	667
все	609
лежать	530
только	669
звук	513
рот	536
не	507
нравиться	303
сзади	728
очень	607
потом	519
второй	617
я	718
письмо	628
комната	553
твой	648
такой	494
три	707
дорогой	731
спокойный	309
чистый	706
ребёнок	604
путешествие	600
осень	720
различный	618
четвертый	652
иначе	481
четыре	737
пустой	490
вчера	554
иностранный	502
боль	401
с тех пор как	691
год	751
известный	557
вещь	692
веселый	223
трудный	620
брат	654
уже	634
глаз	726
грустный	260
тот	660
школа	722
последний	673
десять	486
много	616
тот же самый (одинаковый)	688
их	714
значить	492
В	26
полный	577
невозможный	696
смеяться	542
пить	449
пятый	560
возможный	534
погода	599
два	621
до	761
зима	753
глупый	204
старый	729
друг	630
против	713
другой	544
вода	662
среда	539
зелёный	258
одинокий	395
оба	523
смешной	218
писать	509
север	605
охотно	491
или	593
твердый	644
третий	740
целый	510
конечно	512
беспокоиться	297
там	524
магазин	543
посылать	689
безопасный	665
новый	752
жена	745
пятница	686
тридцать	619
ошибка	716
четырнадцать	690
сто	488
восток	501
веселиться	725
возможно	700
кроме	640
жизнь	702
девятнадцать	694
чувствовать	627
свободный	594
если	576
мы	562
голова	115
верный	168
медленный	532
прибывать	717
ужасный	610
серый	256
сказать	500
нас	668
слышать	484
вторник	723
после	763
дочь	504
восемьдесят	672
есть	424
сердце	636
никогда	749
верить	480
вред	485
довольно	681
новости	529
деньги	744
мир	568
место	608
обычно	685
точно	613
под	687
книга	548
плохой	736
немного	581
дорога	637
народ	643
надеяться	383
голос	703
везде	561
любить	364
цена	641
часто	712
пятьдесят	570
ключ	727
вечер	715
хороший	659
шесть	550
мочь	629
картина	674
семнадцать	506
ничего	709
иногда	758
левый	739
сестра	588
мужчина	518
без	579
здесь	724
добрый	126
воздух	670
почему	566
смотреть	571
девяносто	650
причина	546
время	755
город	710
слово	478
назад	631
что	733
мне	645
еще	531
солнце	732
кто?	760
следующий	663
направление	551
делать	698
первый	730
неделя	505
высокий	638
тебе	646
ручка	522
еда	549
важный	578
молодой	585
семьдесят	764
вероятно	683
суббота	748
одиннадцать	671
несколько	666
перед	699
сумка	603
сторона	676
минута	765
шестьдесят	632
часть	526
длинный	520
человек	580
буду	569
читать	695
пять	602
сын	649
дешёвый	547
должен	565
восемнадцать	757
почва	487
цвет	247
одиннадцатый	623
срочный	556
худший	747
с	575
маленький	497
способ	677
скоро	743
искать	482
правый	635
пока (что)	479
когда	734
держать	611
рука	657
понять	693
карандаш	496
ты	711
опасный	614
наш	721
ночь	589
однажды	759
путешествовать	545
платить	503
синий	257
быстро	625
двенадцатый	508
улица	633
газета	675
обучать	601
стоять	587
мальчик	595
сегодня	653
часы	511
между	495
женщина	535
переводить	678
девочка	567
ноль	564
лучше	741
час	606
говорить	596
чемодан	483
У	14
сильный	165
понедельник	701
никто	754
ждать	679
вниз	586
использовать	514
К	31
низкий	559
шестой	684
мертвый	647
большой	583
всегда	584
постепенно	656
другой	544
ребёнок	604
звук	513
четвертый	652
вещь	692
пустой	490
там	524
брат	654
полный	577
смеяться	542
их	714
значить	492
мы	562
охотно	491
комната	553
трудный	620
друг	630
веселиться	725
возможный	534
сын	649
старый	729
безопасный	665
магазин	543
целый	510
верить	480
восток	501
третий	740
сердце	636
пятый	560
школа	722
север	605
дочь	504
жизнь	702
оба	523
первый	730
среда	539
довольно	681
книга	548
немного	581
чувствовать	627
вред	485
деньги	744
платить	503
плохой	736
кроме	640
иностранный	502
свободный	594
мочь	629
ужасный	610
мир	568
сказать	500
голос	703
нас	668
слово	478
делать	698
народ	643
правый	635
левый	739
следующий	663
мне	645
мужчина	518
ручка	522
причина	546
без	579
длинный	520
если	576
назад	631
возможно	700
важный	578
высокий	638
еда	549
почему	566
одиннадцатый	623
молодой	585
часто	712
понять	693
вероятно	683
направление	551
первый	730
часть	526
тебе	646
сестра	588
лучше	741
кто?	760
суббота	748
скоро	743
сумка	603
мальчик	595
срочный	556
двенадцатый	508
почва	487
несколько	666
способ	677
буду	569
с	575
худший	747
дешёвый	547
ключ	727
пока (что)	479
когда	734
наш	721
чемодан	483
искать	482
низкий	559
должен	565
опасный	614
маленький	497
мертвый	647
час	606
большой	583
женщина	535
переводить	678
часы	511
карандаш	496
шестой	684
читать	695
использовать	514
рука	657
девочка	567
стоять	587
говорить	596
имя	592
особенно	680
среда	539
назад	631
тебе	646
если	576
дешёвый	547
сердце	636
ждать	679
смеяться	542
седьмой	615
оба	523
прибывать	717
с тех пор как	691
или	593
направление	551
одиннадцатый	623
девятый	624
обучать	601
одинокий	395
билет	590
почва	487
грязный	704
уже	634
иностранный	502
картина	674
сто	488
необходимый	574
много	616
еще	531
человек	580
без	579
немного	581
часто	712
вода	662
добрый	126
слушать	639
с	575
важный	578
восемнадцать	757
шесть	550
голодный	374
солнце	732
год	751
минута	765
путешествовать	545
наконец	655
карандаш	496
шестнадцать	664
до	761
когда	734
твой	648
мужчина	518
держать	611
надеяться	383
четыре	737
сын	649
ребёнок	604
причина	546
слышать	484
язык	738
магазин	543
последний	673
пятница	686
женщина	535
другой	544
конечно	512
двенадцатый	508
против	713
понедельник	701
мой	735
опять	705
я	718
слово	478
не	507
пятьдесят	570
бумага	682
везде	561
звук	513
перед	699
час	606
неделя	505
белый	259
пить	449
обычно	685
только	669
синий	257
интересный	316
три	707
очень	607
что	733
мне	645
особенно	680
сторона	676
обычный	155
ждать	679
или	593
одинокий	395
назад	631
оба	523
есть	424
буду	569
вода	662
одиннадцать	671
кто?	760
девятый	624
еще	531
сто	488
часто	712
имя	592
сердце	636
если	576
маленький	497
пятница	686
тебе	646
почва	487
смеяться	542
уже	634
жизнь	702
билет	590
грязный	704
прибывать	717
седьмой	615
немного	581
с тех пор как	691
наконец	655
шесть	550
восемнадцать	757
направление	551
слушать	639
одиннадцатый	623
буду	569
пятнадцать	762
вероятно	683
такой	494
дорога	637
люди	626
жизнь	702
грустный	260
мир	568
делать	698
новости	529
смешной	218
старый	729
полный	577
скоро	743
ключ	727
лежать	530
верить	480
точно	613
утро	597
под	687
город	710
обучать	601
минута	765
путешествовать	545
дорогой	731
необходимый	574
важный	578
жёлтый	538
слово	478
твой	648
девяносто	650
солнце	732
причина	546
длинный	520
веселый	223
мужчина	518
ребёнок	604
много	616
среда	539
до	761
три	707
иностранный	502
люди	626
их	714
шестнадцать	664
картина	674
четырнадцать	690
с	575
девочка	567
человек	580
серый	256
семьдесят	764
без	579
веселиться	725
карандаш	496
надеяться	383
конечно	512
когда	734
бумага	682
другой	544
добрый	126
двенадцатый	508
рот	536
год	751
я	718
лучший	622
семья	516
четыре	737
сверху	746
последний	673
мой	735
верный	168
очень	607
В	26
магазин	543
женщина	535
рот	536
понедельник	701
мочь	629
что	733
быстро	625
язык	738
везде	561
неделя	505
голос	703
белый	259
дочь	504
опасный	614
вечер	715
опять	705
нас	668
дешёвый	547
пять	602
не	507
правый	635
ключ	727
О	20
новости	529
шестьдесят	632
пить	449
большой	583
интересный	316
лучше	741
обычно	685
следующий	663
синий	257
держать	611
ноль	564
против	713
шестой	684
готовый	498
утро	597
ужасный	610
десять	486
голодный	374
вред	485
тоже	525
вторник	723
видеть	742
возможный	534
восемьдесят	672
тысяча	667
одиннадцать	671
семнадцать	506
пятнадцать	762
наш	721
вещь	692
есть	424
всегда	584
никто	754
беспокоиться	297
кроме	640
завтра	582
отец	521
платить	503
пустой	490
это	719
цвет	247
потом	519
тот же самый (одинаковый)	688
полный	577
иногда	758
любить	364
ноль	564
пятьдесят	570
К	31
пятый	560
должен	565
молодой	585
новый	752
друг	630
ручка	522
читать	695
осень	720
один	555
двенадцать	558
чистый	706
медленный	532
пока (что)	479
чувствовать	627
сестра	588
ничего	709
смотреть	571
собирать	493
жёлтый	538
постепенно	656
лето	598
двадцать	563
спокойный	309
целый	510
мальчик	595
еда	549
способ	677
третий	740
жена	745
однажды	759
брат	654
книга	548
различный	618
мне	645
место	608
дорога	637
зима	753
маленький	497
девочка	567
нравиться	303
скоро	743
сказать	500
смешной	218
верить	480
грустный	260
вероятно	683
город	710
искать	482
старый	729
лежать	530
юг	697
восток	501
здесь	724
сильный	165
одежда	612
плохой	736
иначе	481
короткий	573
письмо	628
воздух	670
плакать	591
народ	643
невозможный	696
говорить	596
час	606
возможно	700
под	687
деньги	744
только	669
делать	698
К	31
дорогой	731
четырнадцать	690
В	26
высокий	638
десять	486
налог	541
вечер	715
использовать	514
четверг	517
комната	553
красивый	192
второй	617
довольно	681
безопасный	665
глупый	204
сумка	603
посылать	689
четвертый	652
известный	557
рука	657
путешествие	600
слышать	484
достаточно	489
твердый	644
два	621
несколько	666
месяц	572
север	605
хороший	659
охотно	491
счастливый	326
худший	747
сегодня	653
школа	722
веселый	223
девяносто	650
чувствовать	627
лучший	622
их	714
скучный	133
семьдесят	764
лучше	741
сторона	676
кроме	640
восемьдесят	672
верный	168
сверху	746
пять	602
видеть	742
мочь	629
быстро	625
такой	494
отец	521
возможный	534
ужасный	610
дочь	504
молодой	585
тоже	525
следующий	663
длинный	520
шестой	684
О	20
вторник	723
мир	568
правый	635
беспокоиться	297
шестьдесят	632
тысяча	667
ручка	522
всегда	584
иногда	758
вещь	692
большой	583
точно	613
никто	754
перед	699
пустой	490
сестра	588
вред	485
семнадцать	506
читать	695
двенадцать	558
потом	519
нас	668
готовый	498
наш	721
друг	630
место	608
книга	548
спокойный	309
нравиться	303
это	719
целый	510
любить	364
голос	703
собирать	493
осень	720
чистый	706
иначе	481
тот же самый (одинаковый)	688
цвет	247
глупый	204
звук	513
новый	752
высокий	638
еда	549
пока (что)	479
вчера	554
юг	697
платить	503
однажды	759
лето	598
двадцать	563
третий	740
ничего	709
смотреть	571
способ	677
искать	482
жена	745
пятый	560
постепенно	656
брат	654
сумка	603
народ	643
мальчик	595
школа	722
зима	753
сказать	500
четвертый	652
воздух	670
здесь	724
плохой	736
письмо	628
завтра	582
деньги	744
красивый	192
говорить	596
должен	565
различный	618
известный	557
использовать	514
медленный	532
одежда	612
четверг	517
несколько	666
первый	730
плакать	591
тот	660
второй	617
возможно	700
шум	661
семь	533
безопасный	665
восток	501
налог	541
ты	711
короткий	573
улица	633
довольно	681
два	621
месяц	572
У	14
после	763
охотно	491
счастливый	326
один	555
посылать	689
восьмой	642
голова	115
путешествие	600
хлеб	651
хороший	659
газета	675
боль	401
сегодня	653
север	605
работать	756
вопрос	708
понять	693
худший	747
часы	511
хорошо	540
после	763
ты	711
чемодан	483
хлеб	651
тот	660
работать	756
газета	675
И	32
шум	661
восемь	499
вниз	586
девятнадцать	694
мы	562
глаз	726
твердый	644
сильный	165
дом	528
глаз	726
переводить	678
тридцать	619
писать	509
девятнадцать	694
вниз	586
И	32
странный	203
все	609
рука	657
муж	537
свободный	594
мы	562
там	524
ошибка	716
мертвый	647
ночь	589
погода	599
время	755
идти	552
восемь	499
зелёный	258
левый	739
воскресенье	750
цена	641
сзади	728
весна	658
красный	252
суббота	748
черный	254
комната	553
между	495
почему	566
быстрый	515
никогда	749
чемодан	483
достаточно	489
стоять	587
срочный	556
десятый	527
трудный	620
низкий	559
часть	526
значить	492
стоять	587
восьмой	642
улица	633
переводить	678
писать	509
срочный	556
вопрос	708
У	14
хорошо	540
муж	537
там	524
воскресенье	750
погода	599
почему	566
суббота	748
свободный	594
между	495
идти	552
цена	641
черный	254
десятый	527
тридцать	619
время	755
ночь	589
никогда	749
сзади	728
левый	739
трудный	620
семь	533
весна	658
все	609
быстрый	515
часть	526
мертвый	647
низкий	559
значить	492
имя	592
вода	662
особенно	680
кто?	760
одиннадцатый	623
среда	539
смеяться	542
одиннадцатый	623
имя	592
часто	712
или	593
против	713
девятый	624
с тех пор как	691
направление	551
вода	662
почва	487
сын	649
седьмой	615
назад	631
человек	580
путешествовать	545
особенно	680
билет	590
если	576
билет	590
сын	649
девятый	624
причина	546
немного	581
необходимый	574
когда	734
слышать	484
причина	546
картина	674
буду	569
важный	578
прибывать	717
оба	523
тебе	646
жизнь	702
сердце	636
очень	607
солнце	732
с	575
необходимый	574
немного	581
сын	649
грязный	704
женщина	535
язык	738
без	579
дешёвый	547
иностранный	502
без	579
когда	734
ребёнок	604
минута	765
много	616
уже	634
твой	648
слушать	639
очень	607
семья	516
конечно	512
люди	626
другой	544
я	718
карандаш	496
двенадцатый	508
магазин	543
рот	536
перед	699
звук	513
с	575
бумага	682
не	507
опасный	614
женщина	535
слышать	484
час	606
держать	611
последний	673
только	669
их	714
ключ	727
есть	424
вероятно	683
опять	705
везде	561
язык	738
что	733
мир	568
мой	735
слово	478
старый	729
полный	577
утро	597
дорога	637
обычно	685
маленький	497
лежать	530
верить	480
жёлтый	538
точно	613
девочка	567
длинный	520
делать	698
голос	703
тоже	525
дочь	504
мой	735
не	507
семья	516
веселиться	725
я	718
рот	536
жёлтый	538
мир	568
полный	577
обычно	685
верить	480
длинный	520
лежать	530
опасный	614
отец	521
следующий	663
нас	668
скоро	743
под	687
лучший	622
быстро	625
мне	645
сверху	746
такой	494
правый	635
лучше	741
следующий	663
дочь	504
большой	583
возможный	534
ужасный	610
мочь	629
десять	486
видеть	742
никто	754
пока (что)	479
шестой	684
молодой	585
чувствовать	627
отец	521
пустой	490
место	608
ручка	522
известный	557
дочь	504
это	719
сестра	588
наш	721
нас	668
вред	485
готовый	498
дорогой	731
пятый	560
платить	503
целый	510
иначе	481
это	719
юг	697
читать	695
кроме	640
должен	565
друг	630
смотреть	571
медленный	532
ничего	709
высокий	638
сумка	603
способ	677
первый	730
собирать	493
вещь	692
различный	618
сказать	500
однажды	759
мальчик	595
чистый	706
несколько	666
третий	740
тот же самый (одинаковый)	688
постепенно	656
школа	722
еда	549
четвертый	652
искать	482
здесь	724
воздух	670
восток	501
ручка	522
сестра	588
книга	548
готовый	498
тоже	525
собирать	493
письмо	628
должен	565
известный	557
иначе	481
говорить	596
безопасный	665
короткий	573
налог	541
одежда	612
плакать	591
деньги	744
использовать	514
сегодня	653
посылать	689
второй	617
целый	510
способ	677
вред	485
первый	730
искать	482
плохой	736
комната	553
комната	553
возможно	700
шум	661
тот	660
невозможный	696
четверг	517
народ	643
улица	633
сзади	728
хороший	659
рука	657
жена	745
достаточно	489
вопрос	708
понять	693
четверг	517
безопасный	665
письмо	628
худший	747
деньги	744
плохой	736
восьмой	642
охотно	491
север	605
ты	711
работать	756
стоять	587
переводить	678
твердый	644
мы	562
хорошо	540
писать	509
глаз	726
все	609
довольно	681
погода	599
срочный	556
идти	552
почему	566
вниз	586
газета	675
свободный	594
там	524
трудный	620
мертвый	647
муж	537
десятый	527
брат	654
низкий	559
значить	492
хлеб	651
часы	511
дом	528
быстрый	515
ошибка	716
между	495
суббота	748
левый	739
часть	526
шум	661
школа	722
хороший	659
второй	617
худший	747
сзади	728
одежда	612
известный	557
восьмой	642
понять	693
плакать	591
вопрос	708
часы	511
хлеб	651
переводить	678
глаз	726
дом	528
работать	756
срочный	556
чемодан	483
быстрый	515
десятый	527
цена	641
хорошо	540
почему	566
все	609
газета	675
способ	677
путешествие	600
семья	516
время	755
семья	516
путешествовать	545
два	621
слушать	639
зима	753
И	32
твой	648
держать	611
невозможный	696
мужчина	518
только	669
медленный	532
видеть	742
новости	529
сегодня	653
ждать	679
под	687
никто	754
что	733
брат	654
идти	552
ночь	589
с тех пор как	691
картина	674
голодный	374
человек	580
охотно	491
воздух	670
пятнадцать	762
восемьдесят	672
муж	537
быстро	625
седьмой	615
шестнадцать	664
прибывать	717
свободный	594
конечно	512
до	761
твердый	644
вниз	586
солнце	732
никогда	749
дорога	637
народ	643
девятнадцать	694
тот же самый (одинаковый)	688
сын	649
воскресенье	750
новый	752
год	751
утро	597
везде	561
способ	677
люди	626
два	621
последний	673
зима	753
короткий	573
газета	675
твой	648
чистый	706
только	669
четырнадцать	690
И	32
путешествие	600
девятнадцать	694
погода	599
друг	630
лето	598
ждать	679
посылать	689
семья	516
обучать	601
медленный	532
много	616
иногда	758
ночь	589
К	31
что	733
время	755
налог	541
скучный	133
кто?	760
невозможный	696
город	710
брат	654
дорогой	731
муж	537
сторона	676
видеть	742
слушать	639
прибывать	717
месяц	572
народ	643
юг	697
все	609
весна	658
мужчина	518
постепенно	656
улица	633
новый	752
новости	529
бумага	682
путешествовать	545
такой	494
странный	203
ничего	709
никто	754
двенадцать	558
картина	674
веселиться	725
идти	552
друг	630
семьдесят	764
дорога	637
обычно	685
воскресенье	750
против	713
сверху	746
однажды	759
завтра	582
солнце	732
жена	745
голодный	374
цена	641
интересный	316
синий	257
сегодня	653
восемнадцать	757
вниз	586
уже	634
пятнадцать	762
между	495
воздух	670
любить	364
держать	611
К	31
семнадцать	506
боль	401
быстро	625
под	687
седьмой	615
свободный	594
или	593
обычный	155
достаточно	489
счастливый	326
лето	598
лучший	622
обучать	601
короткий	573
здесь	724
красивый	192
чистый	706
ошибка	716
спокойный	309
месяц	572
твердый	644
никогда	749
год	751
конечно	512
последний	673
смешной	218
с тех пор как	691
беспокоиться	297
семьдесят	764
ты	711
смотреть	571
охотно	491
тот же самый (одинаковый)	688
утро	597
посылать	689
погода	599
место	608
сторона	676
такой	494
грязный	704
дорогой	731
постепенно	656
налог	541
сильный	165
везде	561
или	593
двенадцать	558
весна	658
четырнадцать	690
точно	613
человек	580
пять	602
кто?	760
шестьдесят	632
обычно	685
место	608
тот	660
однажды	759
опять	705
перед	699
много	616
пить	449
иногда	758
писать	509
грязный	704
причина	546
ничего	709
различный	618
семнадцать	506
сын	649
цена	641
город	710
счастливый	326
ошибка	716
здесь	724
шестнадцать	664
шестьдесят	632
жена	745
причина	546
бумага	682
восемнадцать	757
точно	613
перед	699
завтра	582
